paper_id,title,venue,year,paper_mode,pdf_path,openreview_score,reviewer_variance
0001ca33ba34ce0351e4612b744b3936,NEURIPS,2023,data/papers/neurips/0001ca33ba34ce0351e4612b744b3936-Paper-Conference.pdf,manual_url_list,,True
001608167bb652337af5df0129aeaabd,NEURIPS,2023,data/papers/neurips/001608167bb652337af5df0129aeaabd-Paper-Conference.pdf,manual_url_list,,True
0021c2cb1b9b6a71ac478ea52a93b25a,NEURIPS,2023,data/papers/neurips/0021c2cb1b9b6a71ac478ea52a93b25a-Paper-Conference.pdf,manual_url_list,,True
002262941c9edfd472a79298b2ac5e17,NEURIPS,2023,data/papers/neurips/002262941c9edfd472a79298b2ac5e17-Paper-Conference.pdf,manual_url_list,,True
00296c0e10cd24d415c2db63ea2a2c68,NEURIPS,2023,data/papers/neurips/00296c0e10cd24d415c2db63ea2a2c68-Paper-Conference.pdf,manual_url_list,,True
0073cc73e1873b35345209b50a3dab66,NEURIPS,2023,data/papers/neurips/0073cc73e1873b35345209b50a3dab66-Paper-Conference.pdf,manual_url_list,,True
007f4927e60699392425f267d43f0940,NEURIPS,2023,data/papers/neurips/007f4927e60699392425f267d43f0940-Paper-Conference.pdf,manual_url_list,,True
00b67df24009747e8bbed4c2c6f9c825,NEURIPS,2023,data/papers/neurips/00b67df24009747e8bbed4c2c6f9c825-Paper-Conference.pdf,manual_url_list,,True
00bb4e415ef117f2dee2fc3b778d806d,NEURIPS,2023,data/papers/neurips/00bb4e415ef117f2dee2fc3b778d806d-Paper-Conference.pdf,manual_url_list,,True
00db17c36b5435195760520efa96d99c,NEURIPS,2023,data/papers/neurips/00db17c36b5435195760520efa96d99c-Paper-Conference.pdf,manual_url_list,,True
0001ca33ba34ce0351e4612b744b3936,NEURIPS,2023,data/papers/neurips/0001ca33ba34ce0351e4612b744b3936-Paper-Conference.pdf,manual_url_list,,True
001608167bb652337af5df0129aeaabd,NEURIPS,2023,data/papers/neurips/001608167bb652337af5df0129aeaabd-Paper-Conference.pdf,manual_url_list,,True
